aine_kood,nimi_et,eap,semester,kirjeldus,toimumisajad,oppejoud,opivaljundid,keel,hindamisskaala,asukoht,oppeaste,hindmaismeetod,miinimumnouded,eeldusained
MTAT.03.083,Süsteemide modelleerimine,6.0,sügis,"Kursus annab põhjalikke teadmisi tarkvara-intensiivsete süsteemide modelleerimise tehnikate kohta.  Praktikumides arendatakse süsteemianalüütikutele ja tarkvaraarhitektidele vajalikke oskusi. Tutvustatakse formaalmeetodeid, millega saab tuvastada raskestileitavaid vigu süsteemi disainis.",,"Anastasija Nikiforova, Dimitrios Symeonidis, Marlon Gerardo Dumas Menjivar, Syazwanie Filzah Binti Zulkifli -","- Aine edukalt läbinud tudeng oskab...
- 1. Rakendada edasijõudnu tasemel standardseid süsteemide modelleerimise tehnikaid, eelkõige levinumaid UML diagrammi liike.
- 2. Kirjeldada olulisemaid probleeme, mis tekivad hägusate ärinõuete teisendamisel mudeliks, mis on piisavalt täpne nende nõuetele vastava tarkvarasüsteemi teostamiseks.
- 3. Formaliseerida tarkvarasüsteemi käitumist ja nõudmisi, et saaks rakendada arvutipõhiseid verifitseerimisvahendeid.",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,"doktoriõpe, magistriõpe","The course is delivered in the form of 16 workshops of 4 academic hours each. A workshop includes lecture time and classwork to be completed in teams. There are assignments (during practical labs) worth 20 points in total, homeworks worth 40 points and a final exam worth 40 points.

Total: 100 points

Some parts of the class might have to have a total of 40% of their possible points. Not reaching 40% in the respective part will lead to a grade of F regardless of the number of points in other parts.","For the form final assessment refer to the current course syllabus.
The total score is obtained by adding the cumulative grades for all class activities. The total score (out of 100 points) will be translated into a grade in the scale A-F using the standard university rules.",
LOFY.01.039,Mõõtmistulemuste töötlemine,3.0,sügis,"Tutvutakse tõenäosusteooria põhimõistetega, käsitletakse looduses ja täppisteaduses sagedamini esinevate juhuslike suuruste jaotusseadusi ning omandatakse juhuslike andmete statistilise analüüsi meetodeid. Antakse ülevaade mõõtemääramatustest ja nende põhjendamisest tõenäosusteooria vahenditega.",,"Erko Jakobson, Piia Post","- Kursuse positiivsele hindele läbinud üliõpilane:
- 1.	mõistab metroloogia põhitõdesid;
- 2.	oskab rakendada mõõteprotseduuride juures enamkasutatavaid jaotusseaduseid;
- 3.	oskab mõõtmisandmete põhjal hinnata mõõtmistulemust ning selle laiendmääramatust etteantud usaldusnivool;
- 4.	oskab analüüsida mõõtetulemuse ning mõõtemääramatuse realistlikkust ning eristada olulisi ning ebaolulisi määramatuse komponente;
- 5.	oskab planeerida ning optimeerida mõõtemetoodikat, lähtudes etteantud veapiiridest ning kasutada olevast mõõteaparatuurist.",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,magistriõpe,"Moodle tests: 20%
Classroom test at about 8. week: 20%
Group work 20%
Final exam: 40%
TOTAL: 100%
All tasks should be minimally done at 50% level",To get a positive final grade all parts of the examination should be done at least at the 50% level.,
LOMR.10.002,Bioinformaatika I,3.0,sügis,"Bioinformaatika algkursus on mõeldud neile, kelle igapäevatöö ei ole otseselt seotud bioinformaatikaga. Kursuse käigus saame ülevaate bioinformaatika meetoditest ja bioloogilistest küsimustest/probleemidest, mida nende meetoditega saab lahendada. Kursusel keskendutakse bioloogiliste järjestuste (nukleiinhapped ja valgud) analüüsile. Õpitakse tegema lihtsamaid analüüse primaarstruktuuri tasemel. Õpitakse tundma ja kasutama peamisi järjestuste ja kirjanduse andmebaase ning otsingute teostamist nii märksõna kui ka järjestuse sarnasuse alusel. Samuti õpitakse kasutama kahe järjestuse joonduse meetodeid. Kursuse läbinu oskab kasutada lihtsamaid järjestuse analüüsi vahendeid, iseloomustada ""tundmatut järjestust"" ning integreerida andmebaaside teavet lähedaste homoloogide annotatsiooniga. Lisaks oskab kursuse läbinu Linuxil põhinevas serveris faile/katalooge hallata, programme kasutada ja tulemusi analüüsida.",,"Kairi Raime, Reidar Andreson",#NAME?,eesti keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,"bakalaureuseõpe, magistriõpe","Lõplik hinne kujuneb eksamil kogutud punktide summana.
Hindeskaala: A (91-100), B (81-90), C (71-90), D (61-90), E (51-60), F (0-50)",Eksamile pääsemiseks peavad olema kõik enesekontrolli testid sooritatud tulemusele 100%.,LOMR.03.011 Geneetika II
LOKT.00.004,Üldine ja anorgaaniline keemia,6.0,sügis,"Pööratakse põhitähelepanu keemilise termodünaamika, kineetika, elektrokeemia ja lahuste temaatikale. Käsitlemist leiavad ka aatomi ehituse ja keemilise sideme põhiseisukohad. Samuti tutvustatakse eelkõige proviisoriõppe seisukohalt oluliste lihtainete ning keemiliste ühendite saamist, omadusi ja füsioloogilist toimet.",,"Heili Kasuk, Maarja Täht, Margus Marandi, Piret Tüür, Terje Raudsepp","- Üldised õpiväljundid:
1.	Oskab kasutada korrektselt  keemia-alaseid põhimõisteid, sümboleid, ühikuid. (KT-d)
2.	Oskab ohutult planeerida lihtsamaid praktilisi töid.
3.	Omab süsteemseid teadmisi, oskab arutleda ja langetada otsuseid üldise ja anorgaanilise keemia peamistest teemadest ning oskab neid rakendada praktikas. (praktikumide suuline vastamine, praktiline kontrolltöö, KT-d, eksam)
4.	Oskab luua seoseid teoreetiliste keemia alaste põhiteadmiste ja eluliste näidete vahel. (ülesannete lahendamine, probleemülesanne, praktikum)
5.	Oskab leida eri allikatest vajalikke teoreetilisi teadmisi, oskab kogutud infot hinnata, kriitiliselt analüüsida ja suudab kogutud teoreetilisi teadmisi rakendada elulise ülesande lahendamisel. (Lihtsamad elulised probleemülesanded)
Ülekantavad oskused:
1.	Probleemülesannete ja praktiliste tööde vastamiste raames arendatakse üliõpilase kirjalikku väljendusviisi ja suulise eneseväljenduse oskusi. Arendatakse meeskonnatöö oskuseid.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,bakalaureuseõpe,"20% eksami hindest kujuneb vastuste põhjal küsimustele anorgaanilise keemia temaatikast,
20% eksami hindest annab praktikum.
60% eksami hindest kujuneb vastuste põhjal küsimustele üldise ja füüsikalise keemia temaatikast (füüsikalise keemia eksam on kirjalik ja sooritatakse semestri lõpus).","Praktikumis tehakse üks kirjalik kontrolltöö, mis praktikumi lõpetamiseks ja eksamile pääsemiseks peab olema sooritatud vähemalt 51%-le maksimaalselt võimalikust.
Eksamile pääsemiseks peavad kõik ettenähtud praktilised tööd olema tehtud, protokollid nõuetekohaselt vormistatud, esitatud, arvestatud.",
FLGR.02.133,Proseminar antiikkultuurist: sissejuhatus erialasse,3.0,sügis,"Kursus annab ülevaate klassikalise filoloogia arengust ja uurimissuundadest, vaadeldes keele- ja kirjandusteaduse taustal antiikautorite tekstide käsitlemist. Selgitatakse tekstikriitika, editsioonikriitika ja interpretatsiooni suundi. Antakse lühiülevaade eriala arengust Eestis. Kursus loob aluse orienteerumisele järgnevates ainetes klassikalises filoloogias.",Neljapäev,"Ivo Volt, Jaanika Anderson, Janika Päll, Maria-Kristiina Lotman","- Üliõpilased 
1) omavad ülevaadet klassikalise filoloogia erinevatest uurimisvaldkondadest ja nende ajaloolisest arengust;
2) tunnevad erinevaid uurimisvaldkondi, mis avardavad arusaamist antiikkultuurist: keele- ja kirjandusuurimused, epigraafika, arheoloogia jne.;
3) loovad seoseid klassikalise filoloogia ja teiste humanitaarvaldkondade vahel;
4) omavad esialgset arusaama antiikkeelte ja -kultuuride uurimisvaldkonna karjäärivõimalustest.",eesti keel,"Eristamata (arv, m.arv, mi)",,bakalaureuseõpe,Neljateistkümne kodutöö edukas sooritamine.,Neljateistkümne kodutöö esitamine tagab arvestuse saamise.,
SOPH.00.111,Käitumise neurobioloogia,3.0,sügis,"Kursusel antakse ülevaade põhilistest aju virgats-ainesüsteemide biokeemiast ja paigutusest ning seostest käitumise erinevate aspektidega. Käsitletakse ka närvisüsteemi metabolismi ja troofiliste faktorite tähendust käitumise regulatsioonis. Saadakse teadmisi, mis hõlbustavad käitumise bioloogia mõistmist ning psüühikat mõjustavate farmakonide toimest arusaamist.",Kolmapäev,"Jaanus Harro, Kertu Saar","- Õppeaine läbinud õppija:
- Kursuse edukalt läbinud üliõpilased teavad põhiliste aju virgatsainesüsteemide biokeemiat ja paigutust, ning seoseid käitumise erinevate aspektidega ning on kursis närvisüsteemi metabolismi ja troofiliste faktorite osaga käitumise regulatsioonis.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,magistriõpe,Kujuneb eksamil.,Essee esitamine ja eksamile registreerumine.,
FLEE.02.160,Toimetajapraktika,6.0,sügis,Praktikal olles kinnistab üliõpilane teadmisi ja oskusi kirjakeelsete tekstide toimetamise kohta. Olenevalt valitud asutusest või ettevõttest toimub praktika kas kaug- või lähitöö vormis. Asutusepoolne juhendaja tutvustab praktikandile tööülesandeid ning annab tema keeletoimetatud tekstide kohta jooksvalt tagasisidet. Peale keeletoimetamise võivad tööülesanded hõlmata ka muid erialaseid tegevusi.,,Riina Reinsalu,"- Üliõpilane:
- - toimetab eri liiki tekste, arvestades asutuse, väljaande jm eripära;
- - kasutab toimetamisel keelehooldeallikaid ja andmebaase;
- - annab ja võtab toimetatud tekstide kohta vastu tagasisidet;
- - rakendab peamisi tekstitöötlusvõtteid;
- - hindab enda tulevikuväljavaateid töötada keeletoimetajana.",eesti keel,"Eristamata (arv, m.arv, mi)",Tartu linn,magistriõpe,#NAME?,Praktikaülesannete õigeaegne ja korrektne täitmine,"FLEE.02.114 Erikursus õigus- ja halduskeelest, FLEE.02.112 Erikursus majanduskeelest, FLEE.02.134 Tehnikatekstide toimetamine"
USUS.03.079,Religioonipsühholoogia,3.0,sügis,"Kurus tutvustab religioonipsühholoogia kujunemislugu tema seoses psühholoogia teadusega üldse. Kursus annab ülevaate usulise kogemuse, usuliste hoiakute, usulise arenemise ja usulise käitumise psühholoogiast.",Teisipäev,Nele Dresen,"- 1. Teab religioonipsühholoogia põhimõisteid.
- 2. Teab religioonipsühholoogia kujunemislugu ja olulisemaid koolkondi.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,"bakalaureuseõpe, magistriõpe","Eksam toimub kirjaliku testi vormis, millega kontrollitakse õpieesmärkide saavutatust.  Hinded kujunevad järgmiselt. 
18-20 P  -A;
16-17 P - B;
14-15  P -C;
12-13 P - D;
10-11 P-  E;",Veebiloengute vaatamine ja kohustusliku kirjanduse tundmine.,
LOOM.03.086,Geodünaamika ja tahke Maa füüsika alused,3.0,sügis,"Kursuse käigus käsitletakse tahke Maa sfäärilist läbilõiget, füüsikalisi välju (raskusjõu ja magnetväli) ning erinevaid uurimismeetodeid Maa sisemuse uurimisel. Esitatakse litosfääri laamtektooniline, kuuma täpi ja superkontinentide tektooniline mudel. Loengukursus koosneb järgnevatest peatükkidest:

1.	Sissejuhatus. Ülevaade meetoditest, mida kasutatakse Maa siseehituse uurimisel.
2.	Maa gravitatsiooniväli. Maa mass ja tihedus; gravitatsioonijõu seos geoloogiaga; kivimite ja setendite tihedus ning poorsus; gravitatsioonjõu mõõtmine; gravitatsioon globaalsetel tektoonilistel situatsioonidel.
3.	Maa magnetväli, selle kirjeldamine ja variatsioonid; magnetomeetria aparatuur; kivimite magnetilised omadused; geoloogiliste struktuuridega seonduv magnetväli; paleogeograafia alused.
4.	Seismoloogia. Mehaaniline pinge ja deformatsioon; materjalide elastsed omadused; seismilised lained, lainete käitumine ja levik kihilises keskkonnas; maavärinad; maavärinate registreerimine ja kirjeldamine; maavärinad sisesfääride iseloomustamisel.
5.	Maa soojusväli; maasisese soojuse allikad; soojusvoo tihedus; sulamisvööndid Maa sees.
6.	Maa siseehitus. Maakoor, koore tüübid ja koostis. Maa vahevöö ja tuum, neis toimuvad protsessid.
7.	Laamtektoonika. Laamade omavahelised piirid, neis toimuvad geoloogilised protsessid.
8.	Kuumad täpid; vahevöö konvektsioon; laamasid mõjutavad jõud, superkontinendid.",,"Argo Jõeleht, Jüri Plado","- Õppeaine läbinud õppija:
- * tunneb detailselt Maa sfäärilist ehitust, laamtektoonika põhimõtteid, laamade äärtel toimuvaid protsesse, kuuma täpi magmatisimi seoseid laamtektoonikaga;
- * teab seismoloogia, gravimeetria, magnetomeetria ja termomeetria meetodite põhimõtteid.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,bakalaureuseõpe,Lõpphinne moodustub kursuse käigus läbiviidavate kontrolltööde tulemustest.,Hindamisele pääsevad kõik kursusele registreerunud.,LOOM.03.063 Maateaduste alused I
MJJV.03.118,Ärisuhtlus,3.0,sügis,"Praktiline kursus, mis selgitab kommunikatsiooni rolli organisatsiooni toimimises ja inimeste juhtimises. Kursusel selgitatakse kommunikatsiooni mudelit ning kommunikatsiooni eesmärke ja seda toetavaid ja takistavaid tefureid. 
Teoreetilisi kontseptsioone rakendatakse kursusel kolmel viisil (1) seminaries toimuvad praktilised ülesanded ja harjutused  (nt koosoleku simulatsioon); (2) kirjalikud kodutööd (nt motivatisoonikirja ja CV koostamine);  (3) seminaris toimuvad  esitlused. 

Kursusel kasutatavad harjutused ja ülesanded eeldavad üliõpilaste vahelist koostööd. Kursusele kaastakse ettevõtete esindajaid, kes jagavad isiklikke professionaalseid kogemusi ning avavad kommunikatsiooni rolli praktikas.",,"Anne Reino, Maryna Starodubska","- Aine läbinud üliõpilane:
- on omandanud teadmised kommunikatsiooniprotsessi ja seda mõjutavate tegurite kohta;
- on tutvunud erienvate suhtlustehnikate ja viisidega;
- oskab valida sobivaid suhtlustehnikaid;
- oskab analüüsida organisatsioonilise suhtluse eripärasid;
- on lahendanud kaasuseid ärisuhtluse valdkonnas;
- teab, mis on mõjus suhtlus ning kuidas koostada mõjusat kõnet;
- teab mõjusa kõne struktuuri ning on harjutanud mõjusa kõne koostamist ja esitamist
- oskab austusega suhtuda kaasüliõpilaste ideedesse ja sõnavõttudesse;
- oskab koostada CV-d, motivatsioonikirja ning lihtsamaid ärikirju;
- on valmis kommunikeerima efektiivselt.",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,bakalaureuseõpe,"1)	Self-analysis of communication strengths and improvement areas. Essay - max 4 points 
2)	Public Speaking exercise (recorded 5-minute-long speech) - max 25 points
3)	Writing / recording resumes and motivation letters - max 25 points
4)	Business meeting (recorded) simulation - max 25 points
5)	Written test - max 10 points (voluntary for those students who would like to improve their final grade) 

Final grading: A: 91-100%; B: 81-90%; C: 71-80%; D: 61-70%; E: 51-60%; F (fail): 50% and lower.","The course includes of 8 hours lectures and 18 hours of seminars. In order to pass the course student must attend 15 hours of class activities (including all in-class assignments: public speaking, resume / motivation letter feedback, business meeting simulation) - 5 class activities in total.
Submitting all home assignments (Please follow the deadlines; late submissions will not be graded!)",
LOMR.09.032,Inimese anatoomia ja füsioloogia (koos praktikumiga),4.0,sügis,"Kursus sisaldab üldise anatoomia ja füsioloogia aluseid ning annab ülevaate inimese peamiste organsüsteemide (toes, lihaskond, seede-, katte-, ringe-, hingamis-, sisesekretsiooni- ja kuse-suguelundkond, närvi- ja lümfisüsteem) ehitusest ja talitlusest. Käsitluses rõhutatakse talitluse seotust kindlate anatoomiliste struktuuridega.","Teisipäev, Kolmapäev","Martin Kärner, Raivo Raid","- Aine läbimisel üliõpilane:
- 1.Teab olulisemaid makroanatoomilisi termineid eesti või ladina keeles (luud, lihased, ajuosad) ja oskab nendega kirjeldada organismi ehitust.
- 2.Tunneb mõningate organite mikroanatoomilisi ehitusprintsiipe ja oskab neid seostada talitlusega.
- 3.Teab peamiste füsioloogiliste protsesside looduteaduslikku alust ja oskab seletada elundkondade talitlust.",eesti keel,"Eristav (A, B, C, D, E, F, mi)",Tartu linn,bakalaureuseõpe,"Kujuneb praktikumihinde (A) ja teoreetilise osa lõpphinde (B) aritmeetilise keskmisena.
(A) Praktikumide hinne kujuneb kirjalike testide põhjal.
(B) Teoreetilise osa hinne (A- 91-100%; B- 81-91%; C- 71-81%; D- 61-71%; E- 51-61%). Kuni 50% annab eksamitest + kuni 50% annab kirjalik eksamitöö.  

*    *    *","1. Kõigi Moodle testide 100% lahendamine. 
2. Positiivne hinne praktikumide eest.",
LOKT.06.032,Praktiline keemiline analüüs,6.0,sügis,"Praktilised teadmised analüütilisest keemiast: proovi võtmine ja eeltöötlus, gravimeetria, titrimeetria, potentsiomeetria, kromatograafia, aatom- ja molekulspektroskoopia ning metoodikate valideerimise ja mõõtemääramatuse alused.",,"Irja Helm, Koit Herodes","- Omandatakse järgmised teadmised:
- - keemilise analüüsi üldprintsiibid: analüütiline signaal, müra, selektiivsus
- - metoodikate valideerimise ja mõõtemääramatuse hindamise alused
- - keemilised analüüsimeetodid (gravimeetria, titrimeetria, potentsiomeetria, kromatograafia, spektroskoopilised meetodid) ja nende aluseks olevad protsessid (sadenemine, tasakaaludreaktsioonid, molekulisisesed üleminekud)
- - proovide ettevalmistamise üldprintsiibid",inglise keel,"Eristav (A, B, C, D, E, F, mi)",,magistriõpe,The final score is formed on the basis of the examination answers (80%) and of two tests (10% each).,In order to be admitted to examination both tests have to be performed with scores not less than 50%.,
LOKT.06.012,Analüütilise keemia praktikum I,3.0,sügis,"Praktilised tööd analüütilisest keemiast: kaalumine, lahuste valmistamine, levinumate analüüsil kasutatavate laborivahendite käsitsemine, proovi eeltöötlus, titrimeetria, potentsiomeetria, kromatograafia, aatom- ja molekulspektroskoopia. 
Iga töö sisaldab erinevaid etappe: etteantud andmete kohta arvutusfaili koostamine; suuline arutelu töö teooria ja rakenduste kohta; praktiline töö; arvutused reaalselt saadud andmetega tabelarvutusprogrammis ning tulemuste kriitiline hindamine.
3 praktilist tööd toimub grupitööna ja seega saadakse praktikumi käigus ka meeskonnatöö kogemus laboratooriumis. Protokollide koostamise käigus õpitakse kasutama tabelarvutusprogrammi MS Excel keemilise analüüsi andmetöötluseks (tabelarvutusprogrammi toimimispõhimõtted, lineaarne regressioon, vajalikud funktsioonid).",,"Astrid Darnell, Irja Helm, Märt Lõkov, Pilleriin Peets, Raido Maasik, Tõiv Haljasorg","- Õppeaine läbinud õppija:
- Pärast praktikumi kursuse läbimist tudeng
- teab ja tunneb põhimõtteid ja rakendusi järgmiste analüüsimeetodite kohta: tiitrimeetria, potentsiomeetria, fotomeetria, kromatograafia, aatomemissioon-spektromeetria;
- oskab valida ja korrektselt kasutada levinumaid keemilisel analüüsil kasutatavaid laborivahendeid;
- oskab korrektselt valmistada lahuseid ja kasutada analüütilist kaalu;
- teab proovide ettevalmistamise põhitõdesid keemilises analüüsis;
- tunneb selektiivsuse mõistet ja teab selektiivsuse saavutamise põhilisi mooduseid (eraldamine, maskeerimine);
- viib iseseisvalt läbi lihtsamat keemilist analüüsi (sh proovi eeltöötlus)
- arvutab keemilise analüüsi tulemuse, hinnates kriitiliselt kogutud andmeid sealjuures kasutades sihtotstarbeliselt tabelarvutusprogrammi (nt MS Excel).",eesti keel,"Eristamata (arv, m.arv, mi)",,bakalaureuseõpe,"Arvestus. Sooritatud praktikumitööd, arvestatud protokollid ning sooritatud iseseisev praktiline kontrolltöö.","Õigeaegselt sooritatud Moodle testid, vastamised ja praktilised tööd, esitatud ja vajadusel parandatud protokollid.","LOKT.07.010 Keemia alused, LTKT.01.002 Laboritöö praktikum"
